setting,rho,window,dataset,backbone,seed,cell,delta_auroc,delta_aupr,saving,mean_trajectories
rho80_w4,0.8,4,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.0018601190476190688,0.00047524666900015483,0.20005208333333332,6.53
rho80_w4,0.8,4,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.017888144841269864,0.0057304670352958205,0.19819444444444445,6.5475
rho80_w4,0.8,4,webshop,qwen35,101,webshop-qwen35-seed101,-0.0035286811201445203,-0.00030522267105746276,0.19824652777777776,6.544999999999999
rho80_w4,0.8,4,webshop,qwen35,202,webshop-qwen35-seed202,0.0016827406067912443,-3.288677655475617e-05,0.2004513888888889,6.529166666666666
rho80_w4,0.8,4,webshop,qwen35,303,webshop-qwen35-seed303,-0.014030036133694654,-0.0034675978148333932,0.19901041666666672,6.540833333333333
rho80_w6,0.8,6,dbbench,gemma3,101,dbbench-gemma3-seed101,0.003584747942386853,0.0029678585095461916,0.19678240740740738,6.548888888888889
rho80_w6,0.8,6,dbbench,gemma3,202,dbbench-gemma3-seed202,0.0010804455248900797,-0.0009372638656507948,0.19881944444444444,6.54
rho80_w6,0.8,6,dbbench,gemma3,303,dbbench-gemma3-seed303,0.0011873100303951094,0.0034942600659414826,0.19763888888888884,6.548888888888889
rho80_w6,0.8,6,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.015374671037443999,-0.016864974666012222,0.19850694444444447,6.540555555555556
rho80_w6,0.8,6,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.011468860164512299,-0.006576069923181493,0.19759259259259257,6.54611111111111
rho80_w6,0.8,6,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.019593847854116758,-0.023978620891748553,0.1965625,6.551111111111111
rho80_w6,0.8,6,dbbench,qwen35,101,dbbench-qwen35-seed101,0.0022175256576524673,0.007259229203431333,0.1980671296296296,6.541666666666667
rho80_w6,0.8,6,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.006543603198400842,-0.007443310124373788,0.19813657407407412,6.548333333333333
rho80_w6,0.8,6,dbbench,qwen35,303,dbbench-qwen35-seed303,0.000867603678639565,-0.004238520232627978,0.19789351851851852,6.552222222222222
rho80_w6,0.8,6,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.008613919998067024,-0.007054528752103643,0.20023958333333333,6.53
rho80_w6,0.8,6,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.011581561767435355,-0.015131260051336914,0.19908680555555555,6.538833333333334
rho80_w6,0.8,6,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.006032032217343645,-0.011150129606350756,0.19940625,6.533333333333334
rho80_w6,0.8,6,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.004645436385448731,-0.015332318799075132,0.19929166666666673,6.5360000000000005
rho80_w6,0.8,6,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.013234030725692366,-0.018515825188218427,0.19930208333333335,6.538166666666666
rho80_w6,0.8,6,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.007859957457195662,-0.014465202938069632,0.20007638888888887,6.532666666666667
rho80_w6,0.8,6,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.013281653746770039,-0.022057086432470674,0.20023263888888887,6.531333333333333
rho80_w6,0.8,6,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.012497053866893334,-0.02264645487445573,0.19957291666666666,6.536666666666666
rho80_w6,0.8,6,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.015315248328025147,-0.025642118761919536,0.2002673611111111,6.531166666666667
rho80_w6,0.8,6,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.01879423003007073,-0.008281862560060462,0.199913068089924,6.538088306647258
rho80_w6,0.8,6,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.015210424619444829,-0.006361993029505399,0.1992711871259906,6.534449296458031
rho80_w6,0.8,6,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.010803996418304337,-1.6707573339630466e-05,0.198598981077147,6.543910722950024
rho80_w6,0.8,6,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.014756223413627348,-0.0015645109421663177,0.1991448326055313,6.542455118874333
rho80_w6,0.8,6,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.013667597976289378,-0.0051663605733208535,0.19766395762574804,6.5524017467248905
rho80_w6,0.8,6,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.0030681480280052575,-0.0020244115686256225,0.19912967006307616,6.540271712760796
rho80_w6,0.8,6,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.003895663956639613,-0.005879582343788252,0.20064592430858808,6.534449296458031
rho80_w6,0.8,6,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.00755161225485973,-0.00551906298378176,0.1985838185346919,6.549005337214944
rho80_w6,0.8,6,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.0014787377609326209,-0.0031409470219001348,0.1990841824357108,6.536875303250849
rho80_w6,0.8,6,webshop,gemma3,101,webshop-gemma3-seed101,-0.012784090909090865,-0.002815171419275453,0.19899305555555555,6.545833333333333
rho80_w6,0.8,6,webshop,gemma3,202,webshop-gemma3-seed202,0.013345747982619468,0.0032999361653316037,0.19782986111111112,6.546666666666667
rho80_w6,0.8,6,webshop,gemma3,303,webshop-gemma3-seed303,0.0036176370446033466,0.0009081474555465152,0.19923611111111114,6.537499999999999
rho80_w6,0.8,6,webshop,gptoss20b,101,webshop-gptoss20b-seed101,-0.0005905976848570674,0.0003028757630913481,0.20133680555555555,6.53
rho80_w6,0.8,6,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.0006510416666666852,-0.0002587379743682801,0.1998263888888889,6.534166666666667
rho80_w6,0.8,6,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.018074156746031744,0.005988731342600677,0.19881944444444444,6.539166666666667
rho80_w6,0.8,6,webshop,qwen35,101,webshop-qwen35-seed101,-0.0023430442637759432,0.00010153843078490136,0.1986979166666667,6.539999999999999
rho80_w6,0.8,6,webshop,qwen35,202,webshop-qwen35-seed202,0.0029636327104681595,0.00039816101288849454,0.20036458333333332,6.531666666666666
rho80_w6,0.8,6,webshop,qwen35,303,webshop-qwen35-seed303,-0.015159214092140957,-0.0036351055857873535,0.19958333333333336,6.535
rho80_wall,0.8,all,dbbench,gemma3,101,dbbench-gemma3-seed101,0.003512409979423925,0.003262776807111049,0.1968634259259259,6.547777777777778
rho80_wall,0.8,all,dbbench,gemma3,202,dbbench-gemma3-seed202,0.0005958339291673628,-0.0010590161786439383,0.19900462962962964,6.537222222222222
rho80_wall,0.8,all,dbbench,gemma3,303,dbbench-gemma3-seed303,0.002604166666666611,0.004094532342561963,0.19789351851851852,6.545000000000001
rho80_wall,0.8,all,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.017344598858057465,-0.019978239114427126,0.1992939814814815,6.528888888888889
rho80_wall,0.8,all,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.011053662358010178,-0.0036882142006809024,0.1983912037037037,6.533333333333332
rho80_wall,0.8,all,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.02008503714619018,-0.025747138634474715,0.1971064814814815,6.542777777777778
rho80_wall,0.8,all,dbbench,qwen35,101,dbbench-qwen35-seed101,0.002761900187328877,0.008948976848086163,0.19796296296296298,6.543333333333333
rho80_wall,0.8,all,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.006457708645677185,-0.006851636572904145,0.1990740740740741,6.533333333333334
rho80_wall,0.8,all,dbbench,qwen35,303,dbbench-qwen35-seed303,0.0010253498020286005,-0.0051371158379717174,0.19809027777777777,6.5505555555555555
rho80_wall,0.8,all,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.008719966387321698,-0.007648970118893854,0.20009722222222223,6.531833333333334
rho80_wall,0.8,all,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.011721034025866717,-0.015387780189192068,0.19902083333333334,6.539833333333334
rho80_wall,0.8,all,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.0068382707056397485,-0.013990050148797653,0.19924305555555555,6.5360000000000005
rho80_wall,0.8,all,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.004398361043567815,-0.014531306057646428,0.19934375000000001,6.535666666666667
rho80_wall,0.8,all,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.013260000449206055,-0.019485640764534018,0.199375,6.537
rho80_wall,0.8,all,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.007889946647138824,-0.014194245675726636,0.19973958333333333,6.5376666666666665
rho80_wall,0.8,all,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.013648850809193536,-0.02266724328879279,0.2002256944444444,6.531333333333333
rho80_wall,0.8,all,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.012688467370468895,-0.02649639899778485,0.1999201388888889,6.531
rho80_wall,0.8,all,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.01510113089804016,-0.02990217794186874,0.20010069444444442,6.533666666666666
rho80_wall,0.8,all,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.018805534830088826,-0.008284049386381767,0.19997371825974444,6.537117903930131
rho80_wall,0.8,all,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.015192751779065908,-0.006102642450286512,0.19928634966844574,6.533964095099466
rho80_wall,0.8,all,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.010803996418304337,-1.6707573339630466e-05,0.19868490215105936,6.542455118874333
rho80_wall,0.8,all,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.014787686576556158,-0.0015650998931866222,0.19917010350962316,6.541727316836487
rho80_wall,0.8,all,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.013661305343703615,-0.005165138496844736,0.19779536632702568,6.550460941290635
rho80_wall,0.8,all,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.003122212310437078,-0.002034739365246424,0.1990841824357108,6.541242115477924
rho80_wall,0.8,all,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.003684884071062988,-0.004251800230735829,0.2006914119359534,6.533964095099466
rho80_wall,0.8,all,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.007605449794699515,-0.0058392432431195644,0.198679847970241,6.547307132459971
rho80_wall,0.8,all,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.0005024837051712897,-0.0015458240151066855,0.19877587740579003,6.5417273168364884
rho80_wall,0.8,all,webshop,gemma3,101,webshop-gemma3-seed101,-0.011876578282828268,-0.0026592346994791147,0.19935763888888888,6.540833333333333
rho80_wall,0.8,all,webshop,gemma3,202,webshop-gemma3-seed202,0.01321273388312492,0.003303143772009428,0.19779513888888886,6.547499999999999
rho80_wall,0.8,all,webshop,gemma3,303,webshop-gemma3-seed303,0.0019577800476676863,0.0007396889544786048,0.19920138888888891,6.538333333333334
rho80_wall,0.8,all,webshop,gptoss20b,101,webshop-gptoss20b-seed101,-0.0014174344436569768,-3.912435704478412e-05,0.2011284722222222,6.533333333333334
rho80_wall,0.8,all,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.0001550099206349224,-0.0004361531583129685,0.1998263888888889,6.534166666666667
rho80_wall,0.8,all,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.01847718253968254,0.005973596060354136,0.19878472222222224,6.539166666666667
rho80_wall,0.8,all,webshop,qwen35,101,webshop-qwen35-seed101,-0.002540650406504049,4.935520546804165e-05,0.1981770833333333,6.548333333333333
rho80_wall,0.8,all,webshop,qwen35,202,webshop-qwen35-seed202,0.0023106288929073773,0.00014811176159544118,0.20078125,6.524166666666667
rho80_wall,0.8,all,webshop,qwen35,303,webshop-qwen35-seed303,-0.01527213188798556,-0.00354982875667903,0.2000347222222222,6.528333333333333
rho85_w2,0.85,2,dbbench,gemma3,101,dbbench-gemma3-seed101,-0.0009966563786007836,0.0003176675638764485,0.14500000000000002,7.013333333333333
rho85_w2,0.85,2,dbbench,gemma3,202,dbbench-gemma3-seed202,0.00038133371466710547,0.0015795725728470027,0.14372685185185183,7.014444444444444
rho85_w2,0.85,2,dbbench,gemma3,303,dbbench-gemma3-seed303,-0.0004907548125633506,-0.0008328937519360332,0.14333333333333334,7.0200000000000005
rho85_w2,0.85,2,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.007733505702017622,-0.009012004770555526,0.14563657407407404,7.011111111111112
rho85_w2,0.85,2,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.007301214257735944,-0.0006112475943008122,0.1452199074074074,7.012222222222223
rho85_w2,0.85,2,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.014351937127770572,-0.012335630647678933,0.1449305555555556,7.013333333333333
rho85_w2,0.85,2,dbbench,qwen35,101,dbbench-qwen35-seed101,0.0018012392526058167,0.002447098525811209,0.14502314814814815,7.016111111111111
rho85_w2,0.85,2,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.004950649675162437,-0.004477279315411938,0.145474537037037,7.010000000000001
rho85_w2,0.85,2,dbbench,qwen35,303,dbbench-qwen35-seed303,-0.0003707033899642183,0.0014010511887986299,0.14388888888888887,7.017222222222223
rho85_w2,0.85,2,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.00595940436830585,-0.002595317338907962,0.14563541666666666,7.009333333333333
rho85_w2,0.85,2,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.008673431071200574,-0.0069529897151935915,0.1452395833333333,7.011833333333333
rho85_w2,0.85,2,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.004092901210967485,-0.0061649805643824345,0.14519444444444443,7.011833333333333
rho85_w2,0.85,2,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.0038503157384892814,-0.012174983393945368,0.1452048611111111,7.011500000000001
rho85_w2,0.85,2,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.00654507220986907,-0.007329995529523421,0.14526041666666667,7.011166666666667
rho85_w2,0.85,2,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.00640583045646335,-0.00784022560927757,0.14550347222222224,7.011
rho85_w2,0.85,2,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.00948592411260707,-0.014108695308681326,0.14557638888888888,7.009666666666667
rho85_w2,0.85,2,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.008740989601001559,-0.008665260501334907,0.14522569444444447,7.011500000000001
rho85_w2,0.85,2,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.010156464074399999,-0.015386064493257209,0.14529861111111114,7.011333333333333
rho85_w2,0.85,2,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.006477650410364244,-0.0012328818103468596,0.14570192463205564,7.008976225133431
rho85_w2,0.85,2,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.008223761722984094,-0.0024264825288694883,0.145368348698043,7.010431829209122
rho85_w2,0.85,2,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.012995428625288666,-0.004295416581199585,0.14421599547145397,7.014556040756914
rho85_w2,0.85,2,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.008922953006619863,-0.004266481074878273,0.14586871259906195,7.011887433284812
rho85_w2,0.85,2,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.004946009212414115,-0.0035875476289628228,0.145706978812874,7.006792819019893
rho85_w2,0.85,2,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.0029059551807098885,-0.0010677612371798363,0.14634380559598897,7.008733624454149
rho85_w2,0.85,2,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.003206865401987354,-0.004945437112754293,0.1468896571243733,7.0029112081513825
rho85_w2,0.85,2,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.004874091940161381,-0.0012241904482905852,0.1446456008410157,7.017224648229015
rho85_w2,0.85,2,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.00047018118126738545,0.0030559447821085126,0.14536834869804302,7.010674429888404
rho85_w2,0.85,2,webshop,gemma3,101,webshop-gemma3-seed101,-0.008877840909090847,-0.0013932163157232187,0.14336805555555557,7.020833333333333
rho85_w2,0.85,2,webshop,gemma3,202,webshop-gemma3-seed202,0.011439212556530983,0.002494726404698185,0.14406249999999998,7.02
rho85_w2,0.85,2,webshop,gemma3,303,webshop-gemma3-seed303,0.0025110657133129064,0.0006746240531071424,0.14633680555555553,7.008333333333333
rho85_w2,0.85,2,webshop,gptoss20b,101,webshop-gptoss20b-seed101,0.003395936687928166,0.0015816351292587034,0.14548611111111112,7.011666666666667
rho85_w2,0.85,2,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.001953125000000037,0.0010076448930236663,0.1455034722222222,7.010000000000001
rho85_w2,0.85,2,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.018260168650793662,0.0044819199559306315,0.14541666666666667,7.014166666666667
rho85_w2,0.85,2,webshop,qwen35,101,webshop-qwen35-seed101,-0.0015526196928635771,-3.378573717457053e-05,0.14543402777777778,7.011666666666667
rho85_w2,0.85,2,webshop,qwen35,202,webshop-qwen35-seed202,0.002436206550130641,0.0001139902007646169,0.14631944444444445,7.010000000000001
rho85_w2,0.85,2,webshop,qwen35,303,webshop-qwen35-seed303,-0.00869467028003614,-0.002555823076418421,0.14446180555555554,7.017500000000001
rho85_w4,0.85,4,dbbench,gemma3,101,dbbench-gemma3-seed101,0.0005385159465021161,0.002315380054165576,0.14894675925925926,6.948333333333333
rho85_w4,0.85,4,dbbench,gemma3,202,dbbench-gemma3-seed202,0.001739835073168457,0.00036371312615285367,0.14796296296296294,6.946666666666666
rho85_w4,0.85,4,dbbench,gemma3,303,dbbench-gemma3-seed303,-4.749240121585766e-05,-0.002274153646010857,0.14753472222222222,6.95
rho85_w4,0.85,4,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.009041660895393785,-0.005798763269338388,0.1496759259259259,6.946111111111112
rho85_w4,0.85,4,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.006071288679984299,-0.0016318415297387756,0.15006944444444448,6.937777777777778
rho85_w4,0.85,4,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.012080186651930966,-0.015075906725837288,0.1495601851851852,6.941666666666666
rho85_w4,0.85,4,dbbench,qwen35,101,dbbench-qwen35-seed101,0.0026097955393310688,0.0022413357314508275,0.15037037037037035,6.936111111111111
rho85_w4,0.85,4,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.004411856571714168,-0.008390257273623821,0.14986111111111108,6.94
rho85_w4,0.85,4,dbbench,qwen35,303,dbbench-qwen35-seed303,0.0011830959254176543,0.0018884054238187582,0.14791666666666667,6.951111111111111
rho85_w4,0.85,4,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.007459490950484389,-0.003298171340116692,0.14957291666666667,6.944166666666667
rho85_w4,0.85,4,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.009195110960910247,-0.008923333486948607,0.14942708333333332,6.944
rho85_w4,0.85,4,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.005099693200096049,-0.008428342435277791,0.14977083333333333,6.940333333333332
rho85_w4,0.85,4,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.004462054686942256,-0.01583358922635958,0.14955208333333334,6.943333333333334
rho85_w4,0.85,4,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.008659148080767268,-0.014300807576837124,0.1491423611111111,6.947166666666667
rho85_w4,0.85,4,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.00689681626390487,-0.011587500204475984,0.14998263888888888,6.941666666666666
rho85_w4,0.85,4,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.01006119951040387,-0.01808802521515866,0.1497673611111111,6.942
rho85_w4,0.85,4,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.009855411280181636,-0.015246334445597273,0.14989236111111112,6.941166666666667
rho85_w4,0.85,4,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.00995955865647169,-0.019722786505659267,0.14963541666666666,6.9431666666666665
rho85_w4,0.85,4,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.009840828415745314,-0.0023381615401482695,0.1497654860100275,6.946385249878699
rho85_w4,0.85,4,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.014315000706913642,-0.004862224065152812,0.14998786996603589,6.940562833575934
rho85_w4,0.85,4,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.01350205004948396,-0.002601412935315961,0.14792071001132134,6.952935468219311
rho85_w4,0.85,4,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.011509224999370756,-0.002229153027588355,0.15050339640950997,6.943716642406599
rho85_w4,0.85,4,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.006714238969015111,-0.00040211924231654356,0.1488254083778101,6.952692867540029
rho85_w4,0.85,4,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.0011218338604601086,-0.0018633192291961688,0.15031639171923014,6.946385249878699
rho85_w4,0.85,4,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.0035719662752183487,-0.007276618918552071,0.15090267669416144,6.938379427462396
rho85_w4,0.85,4,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.0014069543744795372,-0.0005203649206779551,0.14827450266860745,6.9573022804463855
rho85_w4,0.85,4,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.0017407471214861785,-0.0021909310336028407,0.14941169335274138,6.94517224648229
rho85_w4,0.85,4,webshop,gemma3,101,webshop-gemma3-seed101,-0.005247790404040349,-0.0007133387436905984,0.14748263888888888,6.9575000000000005
rho85_w4,0.85,4,webshop,gemma3,202,webshop-gemma3-seed202,0.010862818125387938,0.0026214246098967644,0.14866319444444442,6.946666666666666
rho85_w4,0.85,4,webshop,gemma3,303,webshop-gemma3-seed303,0.0047667688117126366,0.0013276883267661448,0.15048611111111113,6.941666666666666
rho85_w4,0.85,4,webshop,gptoss20b,101,webshop-gptoss20b-seed101,0.0030711079612568137,0.0008863140998097337,0.14961805555555557,6.945833333333333
rho85_w4,0.85,4,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.0010540674603174798,0.0007981248897954892,0.15048611111111113,6.9316666666666675
rho85_w4,0.85,4,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.016369047619047616,0.0038143433848217465,0.14954861111111106,6.945833333333334
rho85_w4,0.85,4,webshop,qwen35,101,webshop-qwen35-seed101,-0.004742547425474235,-0.0009617248595189717,0.1498263888888889,6.940833333333333
rho85_w4,0.85,4,webshop,qwen35,202,webshop-qwen35-seed202,0.003918022905364656,0.0006105865613615183,0.15072916666666666,6.9383333333333335
rho85_w4,0.85,4,webshop,qwen35,303,webshop-qwen35-seed303,-0.010868337850045132,-0.0027717954297311422,0.1487326388888889,6.952500000000001
rho85_w6,0.85,6,dbbench,gemma3,101,dbbench-gemma3-seed101,-0.0006671167695472824,0.0024653910961887626,0.1489236111111111,6.95
rho85_w6,0.85,6,dbbench,gemma3,202,dbbench-gemma3-seed202,0.0010883899772788919,-0.0012027336492272944,0.14766203703703704,6.951666666666667
rho85_w6,0.85,6,dbbench,gemma3,303,dbbench-gemma3-seed303,-0.00013456180344482518,-0.0005880959976689026,0.14672453703703706,6.962777777777777
rho85_w6,0.85,6,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.009695738492081848,-0.0075502582156909415,0.15001157407407406,6.9433333333333325
rho85_w6,0.85,6,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.00560125342734034,-0.0005203457628869904,0.1505902777777778,6.932777777777777
rho85_w6,0.85,6,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.012855344753484358,-0.014677698824515953,0.14925925925925929,6.944444444444444
rho85_w6,0.85,6,dbbench,qwen35,101,dbbench-qwen35-seed101,0.002265558704388604,0.004074171208180544,0.15011574074074077,6.938333333333333
rho85_w6,0.85,6,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.0044665167416291784,-0.008331464407758319,0.15005787037037036,6.935555555555555
rho85_w6,0.85,6,dbbench,qwen35,303,dbbench-qwen35-seed303,0.0011042228637231366,-0.0009936758543471202,0.1479976851851852,6.9494444444444445
rho85_w6,0.85,6,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.00743667084140424,-0.0025196510697257923,0.14975347222222227,6.941833333333332
rho85_w6,0.85,6,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.00875121367686423,-0.009363053377253128,0.14952083333333333,6.942666666666667
rho85_w6,0.85,6,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.00464157266140532,-0.011018914072839558,0.14975,6.941
rho85_w6,0.85,6,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.004175083326683963,-0.015064937145387943,0.1494965277777778,6.944333333333333
rho85_w6,0.85,6,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.008026750218987947,-0.01281020998961672,0.14946875,6.942666666666667
rho85_w6,0.85,6,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.005780939428810546,-0.010264257193937643,0.14984375,6.9430000000000005
rho85_w6,0.85,6,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.01049911600707193,-0.019212634434937554,0.1492951388888889,6.9485
rho85_w6,0.85,6,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.01006726038912111,-0.017728950537581094,0.1497604166666667,6.942
rho85_w6,0.85,6,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.010564044519901913,-0.020889133595068648,0.14995833333333333,6.9385
rho85_w6,0.85,6,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.009897352415835762,-0.002205246378426761,0.1501041161248585,6.942988840368753
rho85_w6,0.85,6,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.01440336490880817,-0.004867676612241786,0.1501546579330422,6.938622028141679
rho85_w6,0.85,6,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.01349615910269101,-0.0026287691684678816,0.14818352741387678,6.950024260067928
rho85_w6,0.85,6,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.011893075587102656,-0.0025198026993935078,0.15015465793304222,6.948568655992236
rho85_w6,0.85,6,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.008268519217699962,-0.000620499807496446,0.14898714216399803,6.9502668607472105
rho85_w6,0.85,6,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.0011961722488038617,-0.0019288861333216455,0.15051855895196503,6.943716642406599
rho85_w6,0.85,6,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.003086419753086452,-0.004007095221315667,0.15087740579006956,6.939349830179524
rho85_w6,0.85,6,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.0014500244063513912,-0.0010937525512150492,0.14781962639495388,6.964580300824842
rho85_w6,0.85,6,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.0015433428087403185,-0.00036933502101054355,0.14935609736373925,6.946385249878699
rho85_w6,0.85,6,webshop,gemma3,101,webshop-gemma3-seed101,-0.006392045454545396,-0.0007590564708634765,0.14762152777777776,6.954166666666667
rho85_w6,0.85,6,webshop,gemma3,202,webshop-gemma3-seed202,0.012858029617806133,0.0031872755969886333,0.14819444444444443,6.954166666666667
